NatEmis,DataYear,Province,Official_Institution_Name,Status,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Email,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Learners2025,Educators2025
700330662,2025,GT,THE VAAL HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,SW001,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),908135,908135,8330662,,27.825423,-26.713171,SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201009,760008038,VANDERBIJLPARK SW 1,SAMUEL NHLAPO,SW1,VANDERBIJLPARK,VANDERBIJLPARK,"111, JOSEPH ADDISON, SW1, VANDERBIJLPARK, VANDERBIJLPARK",55 VANDERBIJLPARK 1911,,169311448,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700330662,99,1422,55
700400127,2025,GT,SAMELSON COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,SW001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,27.836563,-26.700707,SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201010,760008018,VANDERBIJLPARK CC,AUPA ZACHARIAH MODUNGOA,VANDERBIJLPARK,VANDERBIJLPARK,VANDERBIJLPARK,"37, CNR F.W BEYERS AND VAN RYN STREET, VANDERBIJLPARK, VANDERBIJLPARK, VANDERBIJLPARK",1407 VANDERBIJLPARK 1900,,100231391,NO,NONE,N/A,,NOT APPLICABLE,38560,NO,URBAN,,GT,NOT MOVED,700400127,99,,
700400325,2025,GT,BOITUMELO SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,SW001,3,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,99,99,8400325,,27.82432,-26.558612,SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201027,760004008,BOITUMELO,SAMPI SAMUEL MTHIMKULU,BOITUMELO,SEBOKENG,VANDERBIJLPARK,"555, PLOT 555 TOKYOSEXWALE STREET, BOITUMELO, SEBOKENG, VANDERBIJLPARK",P.O BX 555 VEREENIGING 1930,,169892000,YES,ACD,Q3,,NOT APPLICABLE,40137,YES,URBAN,1754,GT,NOT MOVED,700400325,99,1622,49
700400355,2025,GT,BOPHELONG SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,SW001,1,PUBLIC,PUBLIC,NEW EDUCATION DEPARTMENT,908178,99,8400355,,27.784886,-26.691318,SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201006,760013001,BOPHELONG SP,JOSEPH MOTETE MATLA,EXT5 BOPHELONG,VANDERBIJLPARK,VANDERBIJLPARK,"3239, JOHN GOMOM0, EXT5 BOPHELONG, VANDERBIJLPARK, VANDERBIJLPARK",3239 VANDERBIJLPARK 1911,,169866030,YES,ACD,Q2,,NOT APPLICABLE,40347,YES,URBAN,1754,GT,NOT MOVED,700400355,99,947,30
700400388,2025,GT,WATERSHED CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,SW001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,8400388,,27.810011,-26.686112,SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201008,760008014,VANDERBIJLPARK N W 7 INDUSTRIAL,ITUMELENG LEKABE,,NW 7,VANDERBIJLPARK,"132, MCCOLM BOULEVARD, , NW 7, VANDERBIJLPARK",,,169862981,NO,NONE,N/A,,NOT APPLICABLE,40179,NO,URBAN,,GT,NOT MOVED,700400388,99,350,22
700400863,2025,GT,HOËRSKOOL BERGVESTING,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,SW001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,27.729839,-26.697458,SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201025,760008008,ROSASHOF AH,JACOBUS PETRUS NORTJE,ROSASHOF AH,VANDERBIJLPARK,VANDERBIJLPARK,"264, ROSASHOF AH, VANDERBIJLPARK, VANDERBIJLPARK",P.O BOX 14540 ZUURFONTEIN 1912,,161004414,NO,NONE,N/A,,NOT APPLICABLE,42370,NO,URBAN,,GT,NOT MOVED,700400863,99,38,23
700401023,2025,GT,CURRO VANDERBIJLPARK COMBINED,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,SW001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,27.880128,-26.721326,SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201004,760008043,VANDERBIJLPARK SP,SHARON GORDON,VANDERBIJLPARK,VANDERBIJLPARK,VANDERBIJLPARK,", CNR HENDRIK VAN ECK BOULEVARD AND CATHEDRAL STREET, VANDERBIJLPARK, VANDERBIJLPARK, VANDERBIJLPARK",,,870877533,NO,NONE,N/A,,NOT APPLICABLE,43831,NO,RURAL,,GT,NOT MOVED,700401023,99,612,55
700401238,2025,GT,IFASCO ACADEMY,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,SW001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,,27.831586,-26.699072,SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,74201010,760008019,VANDERBIJLPARK CW 2,CATHRINE DIKELEDI MATETE,VANDERBIJLPARK C.W.2,VANDERBIJLPARK,VANDERBIJLPARK,"26, HERTZ BOULEVARD, VANDERBIJLPARK C.W.2, VANDERBIJLPARK, VANDERBIJLPARK",,,161006699,NO,NONE,N/A,,NOT APPLICABLE,45292,NO,URBAN,,GT,NOT MOVED,700401238,99,154,9
700400882,2025,GT,KITSO ACADEMY,PENDING OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,SW001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,27.837309,-26.699335,SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,,760008018,VANDERBIJLPARK CC,,VANDERBIJLPARK CBD,VANDERBIJLPARK,VANDERBIJLPARK,", CNR ATTIE FOURIE AND DF MALAN STREET, VANDERBIJLPARK CBD, VANDERBIJLPARK, VANDERBIJLPARK",P.O BOX 12080 LUMIER 1905,,169312706,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700400882,99,,
700401369,2025,GT,KAINOS CHRISTIAN EDUCATION,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,SW001,1,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,27.817475,-26.731954,SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,,760008057,MANTEVREDE AH,E TESNER,MANTERVREDE AH,VANDERBIJLPARK,VANDERBIJLPARK,"53, VAAL DRIVE, MANTERVREDE AH, VANDERBIJLPARK, VANDERBIJLPARK",,,99,NO,NONE,N/A,,NOT APPLICABLE,46023,NO,URBAN,,GT,NOT MOVED,700401369,99,,
700400803,2025,GT,AFRICA THUTHUKANI PRIVATE SCHOOL,PENDING OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,SW001,2,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,99,99,,NOT APPLICABLE,27.83653,-26.580742,SEDIBENG DISTRICT MUNICIPALITY,EMFULENI LOCAL MUNICIPALITY,,760004011,SEBOKENG UNIT 13,,SEBOKENG ZONE 13,SEBOKENG,VEREENIGING,"2532, MONNAFELA STREET, SEBOKENG ZONE 13, SEBOKENG, VEREENIGING",,,116605532,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700400803,99,,
700220087,2025,GT,QUEENSWOOD CHRISTIAN COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,TN001,1,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,,,28.214085,-25.71213667,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900053,799035021,RIETFONTEIN,ERIKA  DU PLESSIS,WONDERBOOM AGRICULTURAL HOLDINGS,ANNLIN,PRETORIA,"85, MARJORAM STREET, WONDERBOOM AGRICULTURAL HOLDINGS, ANNLIN, PRETORIA",11871 QUEENSWOOD 0121,,125433552,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700220087,99,139,15
700220103,2025,GT,CLAPHAM HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),903032,903032,8220103,,28.24337513,-25.73141842,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900084,799035061,RIETONDALE,NOREEN SCHUTTE,QUEENSWOOD,PRETORIA,PRETORIA,"1629, SOUTPANSBURG RD, QUEENSWOOD, PRETORIA, PRETORIA",PO BOX 11160 QUEENSWOOD 0186,,123336011,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700220103,99,995,45
700220137,2025,GT,GEREFORMEERDE GEKOMBINEERDE SKOOL DIRK POSTMA,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,TN001,1,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,8220137,,28.24300567,-25.70005276,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900052,799035018,WAVERLEY,SASKIA MEIJER,,WAVERLY,PRETORIA,"1182, CUNNINGHAM AVENUE, , WAVERLY, PRETORIA",POSBUS 31120 TOTIUSDAL 0134,,123323222,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700220137,99,344,40
700220152,2025,GT,HOËR TEGNOLOGIESE SKOOL JOHN VORSTER,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,TECHNICAL,TN001,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),903050,903050,8220152,,28.2373197,-25.69709792,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900052,799035020,VILLIERIA,ANTOINETTE DOWD,WAVERLEY,,PRETORIA,"1072, MEYER STREET, WAVERLEY, , PRETORIA",P.O.BOX 31714 TOTIUSDAL 0134,,123321760,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700220152,99,965,56
700220178,2025,GT,HOËRSKOOL OOS-MOOT,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),903059,903059,8220178,,28.24003102,-25.70752802,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900052,799035020,VILLIERIA,SUSAN  THERON,VILLIERIA,PRETORIA,PRETORIA,"1120, HAARHOFFSTREET, VILLIERIA, PRETORIA, PRETORIA",31208 TOTIUSDAL 0134,,123320601,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700220178,99,1542,74
700220194,2025,GT,HOËRSKOOL STAATSPRESIDENT C R SWART,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),903063,903063,8220194,,28.25733081,-25.70911576,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900084,799035019,MOREGLOED,KERWIN MOSES,WAVERLEY,PRETORIA,PRETORIA,"1371, COLLINS AVENUE, WAVERLEY, PRETORIA, PRETORIA",P.O.BOX 31154 TOTIUSDAL 0134,,123333712,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700220194,99,1296,58
700230334,2025,GT,RIETONDALE HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),903055,903055,8230334,,28.21738825,-25.72404811,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900053,799035061,RIETONDALE,DEBRE BAM,DEERNESS,PRETORIA,PRETORIA,"0, CNR PIERNEEF STREET AND 18 TH AVE, DEERNESS, PRETORIA, PRETORIA",PRIVATE BAG X06 GEZINA 0031,,123290574,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700230334,99,1170,64
700230383,2025,GT,HOËRSKOOL WONDERBOOM,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),903065,903065,8230383,,28.19918427,-25.69431085,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900054,799035022,WONDERBOOM SOUTH,MARIUS LEZAR,WONDERBOOM-SUID,PRETORIA,PRETORIA,"1050, VOORTREKKERS AVENUE, WONDERBOOM-SUID, PRETORIA, PRETORIA",,,123356806,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700230383,99,1051,56
700230391,2025,GT,IONA CONVENT,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,TN001,1,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,8230391,,28.2032191,-25.72821441,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900058,799035055,CAPITAL PARK,LIESL  KYLE,,CAPITAL PARK,PRETORIA,"263, VOORTREKKER ROAD, , CAPITAL PARK, PRETORIA",PO BOX 23057 GEZINA 0031,,125344263,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700230391,99,432,31
700232215,2025,GT,SA COLLEGE SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,TN001,1,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCATION & TRAINING(DET),99,99,8232215,,28.20061833,-25.74227667,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900058,799035079,ARCADIA,MARK ANTHONY  CLOETE,,ARCADIA,PRETORIA,"1, CNR. HOSPITAL STREET AND PROES STREET, , ARCADIA, PRETORIA",56789 ARCADIA 0007,,123264580,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700232215,99,1227,63
700240069,2025,GT,HOËRSKOOL MONTANA,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,TN001,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),903058,903058,8240069,,28.24175404,-25.67355175,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900005,799035009,MONTANA,TREVOR JAKOBUS ABRAHAM CILLIERS,MONTANA,PRETORIA,PRETORIA,"560, 6th ROAD, MONTANA, PRETORIA, PRETORIA",P.O. BOX 13498 SINOVILLE 0129,,125480160,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700240069,99,1683,78
700240077,2025,GT,HOËRSKOOL OVERKRUIN,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),903060,903060,8240077,,28.21050921,-25.68523718,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900050,799035041,WONDERBOOM,COBUS NEL,WONDERBOOM,WONDERBOOM,PRETORIA,"133, BRAAM PRETORIUSSTRAAT, WONDERBOOM, WONDERBOOM, PRETORIA",13709 SINOVILLE 0129,,125675115,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700240077,99,1182,61
700240507,2025,GT,AMOGELANG SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903019,903019,8240507,,28.12317989,-25.48231657,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900088,799021022,SOSHANGUVE P,SOLLY MANABILE,BLOCK P,SOSHANGUVE,PRETORIA,"287, FIDEL-CASTRO STREET, BLOCK P, SOSHANGUVE, PRETORIA",P.O.BOX 146 SOSHANGUVE BLOCK H 0164,,127120033,YES,ACD,Q2,,NOT APPLICABLE,,YES,RURAL,1754,GT,NOT MOVED,700240507,99,1268,46
700240580,2025,GT,BOTSE-BOTSE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903027,903027,8240580,,28.09159028,-25.46641968,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900094,799021011,SOSHANGUVE GG,MZAMANI NORMAN CHAUKE,SOSHANGUVE,SOSHANGUVE,PRETORIA,"1352, BAXOXELE STREET, SOSHANGUVE, SOSHANGUVE, PRETORIA",P.O. BOX 135 SOSHANGUVE 0164,,127984748,YES,AD,Q4,,NOT APPLICABLE,,YES,RURAL,1754,GT,NOT MOVED,700240580,99,1575,49
700240614,2025,GT,DC MARIVATE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,1,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903033,903033,8240614,,28.10474768,-25.52122866,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900034,799021032,SOSHANGUVE H,MOGANWA FRANCINAH MASUKU,BLOCK H,SOSHANGUVE,PRETORIA,"1377, BLOCK H, SOSHANGUVE, PRETORIA",PRIVATE BAG X20 SOSHANGUVE 0164,,127992406,YES,ACD,Q3,,NOT APPLICABLE,,YES,RURAL,1754,GT,NOT MOVED,700240614,99,928,29
700240655,2025,GT,ECHIBINE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903037,903037,,,28.09702561,-25.46289285,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900094,799021011,SOSHANGUVE GG,VICTOR  SYDNEY MAVANYISI,BLOCK  GG,SOSHANGUVE,PRETORIA,"2062, BLOCK  GG, SOSHANGUVE, PRETORIA",P/BAG  X136 SOSHANGUVE 0164,,825539144,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700240655,99,802,30
700240739,2025,GT,HLANGANANI SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903048,903048,8240739,,28.11805418,-25.50910834,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900033,799021031,SOSHANGUVE G,GETRUDE  LEBOHO,BLOCK G,SOSHANGUVE,PRETORIA,"971, BLOCK G, SOSHANGUVE, PRETORIA",PO BOX 33 SOSHANGUVE 0152,,127993590,YES,AD,Q4,,NOT APPLICABLE,,YES,RURAL,1754,GT,NOT MOVED,700240739,99,1123,33
700240770,2025,GT,KGOMOTSO SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903069,903069,8240770,,28.11162855,-25.48709667,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900088,799021024,SOSHANGUVE DD,TLANGELANI GLADYS MAKHUBELA,BLOCK DD,SOSHANGUVE,PRETORIA,"279, BLOCK DD, SOSHANGUVE, PRETORIA",P O BOX 61 SOSHANGUVE 0152,,120232232,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700240770,99,1095,45
700240838,2025,GT,M.J. MGIDI SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903075,903075,8240838,,28.13382417,-25.47075383,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900027,799021019,SOSHANGUVE X,BENJAMIN WALTER MONGAE MODISE,BLOCK X,SOSHANGUVE,PRETORIA,"1683, BLOCK X, SOSHANGUVE, PRETORIA",23 OSH 1023,,120230866,YES,ACD,Q1,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700240838,99,850,33
700240853,2025,GT,KONDELELANI SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903076,903076,8240853,,28.11839042,-25.45943208,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900026,799021017,SOSHANGUVE S,MANDLA ISHMAEL LITSHANE,SOSHANGUVE,SOSHANGUVE,PRETORIA,"314, KHULULEKA, SOSHANGUVE, SOSHANGUVE, PRETORIA",P.O BOX 93 SOSHANGUVE 0152,,127206004,YES,ACD,Q1,,NOT APPLICABLE,,YES,RURAL,1754,GT,NOT MOVED,700240853,99,1562,52
700240929,2025,GT,MAKHOSINI COMBINED SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903129,903129,8240929,,28.08998235,-25.44806287,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900011,799021009,SOSHANGUVE HH,ERIC MACHETE,SOSHANGUVE,SOSHANGUVE,PRETORIA,"523, SOSHANGUVE, SOSHANGUVE, PRETORIA",P.O.BOX 109 SOSHANGUVE 0152,,127130907,YES,ACD,Q1,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700240929,99,1470,51
700240960,2025,GT,MEMEZELO SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903132,903132,8240960,,28.09417267,-25.50318383,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900029,799021028,SOSHANGUVE AA,PRINCE MZAMANE MALULEKE,BLOCK AA,SOSHANGUVE,PRETORIA,"279, BLOCK AA, SOSHANGUVE, PRETORIA",P.O BOX 92 SOSHANGUVE 0164,,127900142,YES,AD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700240960,99,821,31
700241026,2025,GT,NTSAKO SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,2,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903139,903139,8241026,,28.09748217,-25.47763237,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900094,799021015,SOSHANGUVE FF,JACOB NCALO,BLOCK FF,SOSHANGUVE,PRETORIA,"270, BLOCK FF, SOSHANGUVE, PRETORIA",P.O BOX 131 SOSHANGUVE 0152,,799937950,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700241026,99,1312,40
700241117,2025,GT,PRESTIGE COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,TN001,4,INDEPENDENT,INDEPENDENT,DEPARTMENT OF EDUCATION & TRAINING(DET),99,99,8241117,,28.27317585,-25.42713243,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900049,799013001,BULTFONTEIN AH,ROZELDA  BEZUIDENHOUT,,KLIPDRIFT,WONDERBOOM,"116, EIKE AVENUE, , KLIPDRIFT, WONDERBOOM",P.O. BOX 1455 HAMMANSKRAAL 0400,,127118600,NO,NONE,N/A,,NOT APPLICABLE,,NO,RURAL,,GT,NOT MOVED,700241117,99,1224,66
700241208,2025,GT,RHULANI SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,TN001,1,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),903156,903156,8241208,,28.10947393,-25.51654665,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900034,799021032,SOSHANGUVE H,MOSHIBUDI BALOYI,BLOCK H,SOSHANGUVE,PRETORIA,"240, BLOCK H, SOSHANGUVE, PRETORIA",P.O.BOX 22 SOSHANGUVE 0152,,826671558,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700241208,99,1002,32
